pos,role,table,split,row_id,node_idx,column,sem_type,value_seen_by_model,row_timestamp,f2p_edges,is_target,is_mask
225,DRIVER_NBR_INDIRECT,results,Db,17051,54453,statusId of results,number,number_z=-0.24805,2000-10-22,races:Db#662; drivers:Db#20; constructors:Db#21,False,False
226,DRIVER_NBR_INDIRECT,results,Db,17051,54453,date of results,datetime,2000-10-22,2000-10-22,races:Db#662; drivers:Db#20; constructors:Db#21,False,False
227,FULL_ONLY,races,Db,662,36963,year of races,number,number_z=0.39258,2000-10-22,circuits:Db#1,False,False
228,FULL_ONLY,races,Db,662,36963,round of races,number,number_z=1.6719,2000-10-22,circuits:Db#1,False,False
229,FULL_ONLY,races,Db,662,36963,name of races,text,Malaysian Grand Prix,2000-10-22,circuits:Db#1,False,False
230,FULL_ONLY,races,Db,662,36963,date of races,datetime,2000-10-22,2000-10-22,circuits:Db#1,False,False
231,FULL_ONLY,races,Db,662,36963,time of races,text,00:00:00,2000-10-22,circuits:Db#1,False,False
232,FULL_ONLY,circuits,Db,1,1,circuitRef of circuits,text,sepang,,,False,False
233,FULL_ONLY,circuits,Db,1,1,name of circuits,text,Sepang International Circuit,,,False,False
234,FULL_ONLY,circuits,Db,1,1,location of circuits,text,Kuala Lumpur,,,False,False
235,FULL_ONLY,circuits,Db,1,1,country of circuits,text,Malaysia,,,False,False
236,FULL_ONLY,circuits,Db,1,1,lat of circuits,number,number_z=-1.3438,,,False,False
237,FULL_ONLY,circuits,Db,1,1,lng of circuits,number,number_z=1.5391,,,False,False
238,FULL_ONLY,circuits,Db,1,1,alt of circuits,number,number_z=-0.62891,,,False,False
239,DRIVER_NBR_INDIRECT,results,Db,18322,55724,number of results,number,number_z=-0.45117,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
240,DRIVER_NBR_INDIRECT,results,Db,18322,55724,grid of results,number,number_z=1.2188,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
241,DRIVER_NBR_INDIRECT,results,Db,18322,55724,position of results,number,number_z=-0.4082,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
242,DRIVER_NBR_INDIRECT,results,Db,18322,55724,positionOrder of results,number,number_z=-0.89062,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
243,DRIVER_NBR_INDIRECT,results,Db,18322,55724,points of results,number,number_z=0.25977,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
244,DRIVER_NBR_INDIRECT,results,Db,18322,55724,laps of results,number,number_z=0.46875,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
245,DRIVER_NBR_INDIRECT,results,Db,18322,55724,milliseconds of results,number,number_z=-0.67188,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
246,DRIVER_NBR_INDIRECT,results,Db,18322,55724,fastestLap of results,number,number_z=-1.2266,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
247,DRIVER_NBR_INDIRECT,results,Db,18322,55724,rank of results,number,number_z=-0.87891,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
248,DRIVER_NBR_INDIRECT,results,Db,18322,55724,statusId of results,number,number_z=-0.62891,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
249,DRIVER_NBR_INDIRECT,results,Db,18322,55724,date of results,datetime,2004-07-11,2004-07-11,races:Db#723; drivers:Db#20; constructors:Db#14,False,False
250,FULL_ONLY,races,Db,723,37024,year of races,number,number_z=0.58984,2004-07-11,circuits:Db#8,False,False
251,FULL_ONLY,races,Db,723,37024,round of races,number,number_z=0.49414,2004-07-11,circuits:Db#8,False,False
252,FULL_ONLY,races,Db,723,37024,name of races,text,British Grand Prix,2004-07-11,circuits:Db#8,False,False
253,FULL_ONLY,races,Db,723,37024,date of races,datetime,2004-07-11,2004-07-11,circuits:Db#8,False,False
254,FULL_ONLY,races,Db,723,37024,time of races,text,00:00:00,2004-07-11,circuits:Db#8,False,False
255,DRIVER_NBR_INDIRECT,qualifying,Db,1730,28216,number of qualifying,number,number_z=-0.39844,2003-07-05,races:Db#706; drivers:Db#20; constructors:Db#16,False,False
256,DRIVER_NBR_INDIRECT,qualifying,Db,1730,28216,position of qualifying,number,number_z=0.91406,2003-07-05,races:Db#706; drivers:Db#20; constructors:Db#16,False,False
257,DRIVER_NBR_INDIRECT,qualifying,Db,1730,28216,date of qualifying,datetime,2003-07-05,2003-07-05,races:Db#706; drivers:Db#20; constructors:Db#16,False,False
258,FULL_ONLY,races,Db,706,37007,year of races,number,number_z=0.53906,2003-07-06,circuits:Db#7,False,False
259,FULL_ONLY,races,Db,706,37007,round of races,number,number_z=0.29688,2003-07-06,circuits:Db#7,False,False
260,FULL_ONLY,races,Db,706,37007,name of races,text,French Grand Prix,2003-07-06,circuits:Db#7,False,False
261,FULL_ONLY,races,Db,706,37007,date of races,datetime,2003-07-06,2003-07-06,circuits:Db#7,False,False
262,FULL_ONLY,races,Db,706,37007,time of races,text,00:00:00,2003-07-06,circuits:Db#7,False,False
263,DRIVER_NBR_INDIRECT,standings,Db,24846,88328,points of standings,number,number_z=-0.35156,2001-06-24,races:Db#671; drivers:Db#20,False,False
264,DRIVER_NBR_INDIRECT,standings,Db,24846,88328,position of standings,number,number_z=-0.17676,2001-06-24,races:Db#671; drivers:Db#20,False,False
265,DRIVER_NBR_INDIRECT,standings,Db,24846,88328,wins of standings,number,number_z=-0.27148,2001-06-24,races:Db#671; drivers:Db#20,False,False
266,DRIVER_NBR_INDIRECT,standings,Db,24846,88328,date of standings,datetime,2001-06-24,2001-06-24,races:Db#671; drivers:Db#20,False,False
267,FULL_ONLY,races,Db,671,36972,year of races,number,number_z=0.44336,2001-06-24,circuits:Db#19,False,False
268,FULL_ONLY,races,Db,671,36972,round of races,number,number_z=0.099609,2001-06-24,circuits:Db#19,False,False
269,FULL_ONLY,races,Db,671,36972,name of races,text,European Grand Prix,2001-06-24,circuits:Db#19,False,False
270,FULL_ONLY,races,Db,671,36972,date of races,datetime,2001-06-24,2001-06-24,circuits:Db#19,False,False
271,FULL_ONLY,races,Db,671,36972,time of races,text,00:00:00,2001-06-24,circuits:Db#19,False,False
272,FULL_ONLY,circuits,Db,19,19,circuitRef of circuits,text,nurburgring,,,False,False
273,FULL_ONLY,circuits,Db,19,19,name of circuits,text,Nürburgring,,,False,False
274,FULL_ONLY,circuits,Db,19,19,location of circuits,text,Nürburg,,,False,False
275,FULL_ONLY,circuits,Db,19,19,country of circuits,text,Germany,,,False,False
276,FULL_ONLY,circuits,Db,19,19,lat of circuits,number,number_z=0.74219,,,False,False
277,FULL_ONLY,circuits,Db,19,19,lng of circuits,number,number_z=0.089844,,,False,False
278,FULL_ONLY,circuits,Db,19,19,alt of circuits,number,number_z=0.90234,,,False,False
279,DRIVER_NBR_INDIRECT,qualifying,Db,897,27383,number of qualifying,number,number_z=0.16113,1996-05-04,races:Db#585; drivers:Db#20; constructors:Db#17,False,False
280,DRIVER_NBR_INDIRECT,qualifying,Db,897,27383,position of qualifying,number,number_z=1.2344,1996-05-04,races:Db#585; drivers:Db#20; constructors:Db#17,False,False
281,DRIVER_NBR_INDIRECT,qualifying,Db,897,27383,date of qualifying,datetime,1996-05-04,1996-05-04,races:Db#585; drivers:Db#20; constructors:Db#17,False,False
282,FULL_ONLY,constructors,Db,17,25435,constructorRef of constructors,text,minardi,,,False,False
283,FULL_ONLY,constructors,Db,17,25435,name of constructors,text,Minardi,,,False,False
284,FULL_ONLY,constructors,Db,17,25435,nationality of constructors,text,Italian,,,False,False
285,FULL_ONLY,races,Db,585,36886,year of races,number,number_z=0.19629,1996-05-05,circuits:Db#20,False,False
286,FULL_ONLY,races,Db,585,36886,round of races,number,number_z=-0.6875,1996-05-05,circuits:Db#20,False,False
287,FULL_ONLY,races,Db,585,36886,name of races,text,San Marino Grand Prix,1996-05-05,circuits:Db#20,False,False
288,FULL_ONLY,races,Db,585,36886,date of races,datetime,1996-05-05,1996-05-05,circuits:Db#20,False,False
289,FULL_ONLY,races,Db,585,36886,time of races,text,00:00:00,1996-05-05,circuits:Db#20,False,False
290,FULL_ONLY,circuits,Db,20,20,circuitRef of circuits,text,imola,,,False,False
291,FULL_ONLY,circuits,Db,20,20,name of circuits,text,Autodromo Enzo e Dino Ferrari,,,False,False
292,FULL_ONLY,circuits,Db,20,20,location of circuits,text,Imola,,,False,False
293,FULL_ONLY,circuits,Db,20,20,country of circuits,text,Italy,,,False,False
294,FULL_ONLY,circuits,Db,20,20,lat of circuits,number,number_z=0.47852,,,False,False
295,FULL_ONLY,circuits,Db,20,20,lng of circuits,number,number_z=0.16211,,,False,False
296,FULL_ONLY,circuits,Db,20,20,alt of circuits,number,number_z=-0.57812,,,False,False
297,DRIVER_NBR_INDIRECT,qualifying,Db,1929,28415,number of qualifying,number,number_z=-0.39844,2004-04-24,races:Db#716; drivers:Db#20; constructors:Db#14,False,False
298,DRIVER_NBR_INDIRECT,qualifying,Db,1929,28415,position of qualifying,number,number_z=1.2344,2004-04-24,races:Db#716; drivers:Db#20; constructors:Db#14,False,False
299,DRIVER_NBR_INDIRECT,qualifying,Db,1929,28415,date of qualifying,datetime,2004-04-24,2004-04-24,races:Db#716; drivers:Db#20; constructors:Db#14,False,False
300,FULL_ONLY,races,Db,716,37017,year of races,number,number_z=0.58984,2004-04-25,circuits:Db#20,False,False
301,FULL_ONLY,races,Db,716,37017,round of races,number,number_z=-0.88281,2004-04-25,circuits:Db#20,False,False
302,FULL_ONLY,races,Db,716,37017,name of races,text,San Marino Grand Prix,2004-04-25,circuits:Db#20,False,False
303,FULL_ONLY,races,Db,716,37017,date of races,datetime,2004-04-25,2004-04-25,circuits:Db#20,False,False
304,FULL_ONLY,races,Db,716,37017,time of races,text,00:00:00,2004-04-25,circuits:Db#20,False,False
305,DRIVER_NBR_INDIRECT,standings,Db,23640,87122,points of standings,number,number_z=0.18262,1997-10-26,races:Db#613; drivers:Db#20,False,False
306,DRIVER_NBR_INDIRECT,standings,Db,23640,87122,position of standings,number,number_z=-0.72656,1997-10-26,races:Db#613; drivers:Db#20,False,False
307,DRIVER_NBR_INDIRECT,standings,Db,23640,87122,wins of standings,number,number_z=-0.27148,1997-10-26,races:Db#613; drivers:Db#20,False,False
308,DRIVER_NBR_INDIRECT,standings,Db,23640,87122,date of standings,datetime,1997-10-26,1997-10-26,races:Db#613; drivers:Db#20,False,False
309,FULL_ONLY,races,Db,613,36914,year of races,number,number_z=0.24512,1997-10-26,circuits:Db#25,False,False
310,FULL_ONLY,races,Db,613,36914,round of races,number,number_z=1.6719,1997-10-26,circuits:Db#25,False,False
311,FULL_ONLY,races,Db,613,36914,name of races,text,European Grand Prix,1997-10-26,circuits:Db#25,False,False
312,FULL_ONLY,races,Db,613,36914,date of races,datetime,1997-10-26,1997-10-26,circuits:Db#25,False,False
313,FULL_ONLY,races,Db,613,36914,time of races,text,00:00:00,1997-10-26,circuits:Db#25,False,False
314,FULL_ONLY,circuits,Db,25,25,circuitRef of circuits,text,jerez,,,False,False
315,FULL_ONLY,circuits,Db,25,25,name of circuits,text,Circuito de Jerez,,,False,False
316,FULL_ONLY,circuits,Db,25,25,location of circuits,text,Jerez de la Frontera,,,False,False
317,FULL_ONLY,circuits,Db,25,25,country of circuits,text,Spain,,,False,False
318,FULL_ONLY,circuits,Db,25,25,lat of circuits,number,number_z=0.14355,,,False,False
319,FULL_ONLY,circuits,Db,25,25,lng of circuits,number,number_z=-0.1084,,,False,False
320,FULL_ONLY,circuits,Db,25,25,alt of circuits,number,number_z=-0.57812,,,False,False
321,DRIVER_NBR_INDIRECT,driver-dnf,Train,3569,101877,date of driver-dnf,datetime,2003-04-12,2003-04-12,drivers:Db#20,False,False
322,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,3569,101877,did_not_finish of driver-dnf,boolean,1,2003-04-12,drivers:Db#20,False,False
323,DRIVER_NBR_INDIRECT,qualifying,Db,1926,28412,number of qualifying,number,number_z=-0.39844,2004-04-03,races:Db#715; drivers:Db#20; constructors:Db#14,False,False
324,DRIVER_NBR_INDIRECT,qualifying,Db,1926,28412,position of qualifying,number,number_z=-0.038818,2004-04-03,races:Db#715; drivers:Db#20; constructors:Db#14,False,False
325,DRIVER_NBR_INDIRECT,qualifying,Db,1926,28412,date of qualifying,datetime,2004-04-03,2004-04-03,races:Db#715; drivers:Db#20; constructors:Db#14,False,False
326,FULL_ONLY,races,Db,715,37016,year of races,number,number_z=0.58984,2004-04-04,circuits:Db#2,False,False
327,FULL_ONLY,races,Db,715,37016,round of races,number,number_z=-1.0781,2004-04-04,circuits:Db#2,False,False
328,FULL_ONLY,races,Db,715,37016,name of races,text,Bahrain Grand Prix,2004-04-04,circuits:Db#2,False,False
329,FULL_ONLY,races,Db,715,37016,date of races,datetime,2004-04-04,2004-04-04,circuits:Db#2,False,False
330,FULL_ONLY,races,Db,715,37016,time of races,text,00:00:00,2004-04-04,circuits:Db#2,False,False
331,FULL_ONLY,circuits,Db,2,2,circuitRef of circuits,text,bahrain,,,False,False
332,FULL_ONLY,circuits,Db,2,2,name of circuits,text,Bahrain International Circuit,,,False,False
333,FULL_ONLY,circuits,Db,2,2,location of circuits,text,Sakhir,,,False,False
334,FULL_ONLY,circuits,Db,2,2,country of circuits,text,Bahrain,,,False,False
335,FULL_ONLY,circuits,Db,2,2,lat of circuits,number,number_z=-0.32422,,,False,False
336,FULL_ONLY,circuits,Db,2,2,lng of circuits,number,number_z=0.75391,,,False,False
337,FULL_ONLY,circuits,Db,2,2,alt of circuits,number,number_z=-0.66016,,,False,False
338,DRIVER_NBR_INDIRECT,qualifying,Db,1999,28485,number of qualifying,number,number_z=-0.39844,2004-05-29,races:Db#719; drivers:Db#20; constructors:Db#14,False,False
339,DRIVER_NBR_INDIRECT,qualifying,Db,1999,28485,position of qualifying,number,number_z=1.2344,2004-05-29,races:Db#719; drivers:Db#20; constructors:Db#14,False,False
340,DRIVER_NBR_INDIRECT,qualifying,Db,1999,28485,date of qualifying,datetime,2004-05-29,2004-05-29,races:Db#719; drivers:Db#20; constructors:Db#14,False,False
341,FULL_ONLY,races,Db,719,37020,year of races,number,number_z=0.58984,2004-05-30,circuits:Db#19,False,False
342,FULL_ONLY,races,Db,719,37020,round of races,number,number_z=-0.29492,2004-05-30,circuits:Db#19,False,False
343,FULL_ONLY,races,Db,719,37020,name of races,text,European Grand Prix,2004-05-30,circuits:Db#19,False,False
344,FULL_ONLY,races,Db,719,37020,date of races,datetime,2004-05-30,2004-05-30,circuits:Db#19,False,False
345,FULL_ONLY,races,Db,719,37020,time of races,text,00:00:00,2004-05-30,circuits:Db#19,False,False
346,DRIVER_NBR_INDIRECT,standings,Db,24177,87659,points of standings,number,number_z=-0.013794,1999-08-15,races:Db#640; drivers:Db#20,False,False
347,DRIVER_NBR_INDIRECT,standings,Db,24177,87659,position of standings,number,number_z=-0.78516,1999-08-15,races:Db#640; drivers:Db#20,False,False
348,DRIVER_NBR_INDIRECT,standings,Db,24177,87659,wins of standings,number,number_z=-0.27148,1999-08-15,races:Db#640; drivers:Db#20,False,False
349,DRIVER_NBR_INDIRECT,standings,Db,24177,87659,date of standings,datetime,1999-08-15,1999-08-15,races:Db#640; drivers:Db#20,False,False
350,FULL_ONLY,races,Db,640,36941,year of races,number,number_z=0.34375,1999-08-15,circuits:Db#10,False,False
351,FULL_ONLY,races,Db,640,36941,round of races,number,number_z=0.49414,1999-08-15,circuits:Db#10,False,False
352,FULL_ONLY,races,Db,640,36941,name of races,text,Hungarian Grand Prix,1999-08-15,circuits:Db#10,False,False
353,FULL_ONLY,races,Db,640,36941,date of races,datetime,1999-08-15,1999-08-15,circuits:Db#10,False,False
354,FULL_ONLY,races,Db,640,36941,time of races,text,00:00:00,1999-08-15,circuits:Db#10,False,False
355,DRIVER_NBR_INDIRECT,results,Db,16071,53473,number of results,number,number_z=-0.84766,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
356,DRIVER_NBR_INDIRECT,results,Db,16071,53473,grid of results,number,number_z=-0.99219,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
357,DRIVER_NBR_INDIRECT,results,Db,16071,53473,positionOrder of results,number,number_z=0.79688,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
358,DRIVER_NBR_INDIRECT,results,Db,16071,53473,points of results,number,number_z=-0.45117,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
359,DRIVER_NBR_INDIRECT,results,Db,16071,53473,laps of results,number,number_z=-0.60938,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
360,DRIVER_NBR_INDIRECT,results,Db,16071,53473,statusId of results,number,number_z=-0.51562,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
361,DRIVER_NBR_INDIRECT,results,Db,16071,53473,date of results,datetime,1998-05-10,1998-05-10,races:Db#618; drivers:Db#20; constructors:Db#21,False,False
362,FULL_ONLY,races,Db,618,36919,year of races,number,number_z=0.29492,1998-05-10,circuits:Db#3,False,False
363,FULL_ONLY,races,Db,618,36919,round of races,number,number_z=-0.6875,1998-05-10,circuits:Db#3,False,False
364,FULL_ONLY,races,Db,618,36919,name of races,text,Spanish Grand Prix,1998-05-10,circuits:Db#3,False,False
365,FULL_ONLY,races,Db,618,36919,date of races,datetime,1998-05-10,1998-05-10,circuits:Db#3,False,False
366,FULL_ONLY,races,Db,618,36919,time of races,text,00:00:00,1998-05-10,circuits:Db#3,False,False
367,DRIVER_NBR_INDIRECT,standings,Db,24010,87492,points of standings,number,number_z=-0.23828,1999-05-02,races:Db#632; drivers:Db#20,False,False
368,DRIVER_NBR_INDIRECT,standings,Db,24010,87492,position of standings,number,number_z=-0.72656,1999-05-02,races:Db#632; drivers:Db#20,False,False
369,DRIVER_NBR_INDIRECT,standings,Db,24010,87492,wins of standings,number,number_z=-0.27148,1999-05-02,races:Db#632; drivers:Db#20,False,False
370,DRIVER_NBR_INDIRECT,standings,Db,24010,87492,date of standings,datetime,1999-05-02,1999-05-02,races:Db#632; drivers:Db#20,False,False
371,FULL_ONLY,races,Db,632,36933,year of races,number,number_z=0.34375,1999-05-02,circuits:Db#20,False,False
372,FULL_ONLY,races,Db,632,36933,round of races,number,number_z=-1.0781,1999-05-02,circuits:Db#20,False,False
373,FULL_ONLY,races,Db,632,36933,name of races,text,San Marino Grand Prix,1999-05-02,circuits:Db#20,False,False
374,FULL_ONLY,races,Db,632,36933,date of races,datetime,1999-05-02,1999-05-02,circuits:Db#20,False,False
375,FULL_ONLY,races,Db,632,36933,time of races,text,00:00:00,1999-05-02,circuits:Db#20,False,False
376,DRIVER_NBR_INDIRECT,driver-dnf,Train,1466,99774,date of driver-dnf,datetime,1998-04-08,1998-04-08,drivers:Db#20,False,False
377,COL+DRIVER_NBR_INDIRECT,driver-dnf,Train,1466,99774,did_not_finish of driver-dnf,boolean,1,1998-04-08,drivers:Db#20,False,False
378,DRIVER_NBR_INDIRECT,results,Db,16652,54054,number of results,number,number_z=-0.58203,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
379,DRIVER_NBR_INDIRECT,results,Db,16652,54054,grid of results,number,number_z=-0.023193,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
380,DRIVER_NBR_INDIRECT,results,Db,16652,54054,position of results,number,number_z=0.62891,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
381,DRIVER_NBR_INDIRECT,results,Db,16652,54054,positionOrder of results,number,number_z=-0.24121,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
382,DRIVER_NBR_INDIRECT,results,Db,16652,54054,points of results,number,number_z=-0.45117,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
383,DRIVER_NBR_INDIRECT,results,Db,16652,54054,laps of results,number,number_z=0.19922,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
384,DRIVER_NBR_INDIRECT,results,Db,16652,54054,statusId of results,number,number_z=-0.13281,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
385,DRIVER_NBR_INDIRECT,results,Db,16652,54054,date of results,datetime,1999-10-17,1999-10-17,races:Db#644; drivers:Db#20; constructors:Db#21,False,False
386,FULL_ONLY,races,Db,644,36945,year of races,number,number_z=0.34375,1999-10-17,circuits:Db#1,False,False
387,FULL_ONLY,races,Db,644,36945,round of races,number,number_z=1.2812,1999-10-17,circuits:Db#1,False,False
388,FULL_ONLY,races,Db,644,36945,name of races,text,Malaysian Grand Prix,1999-10-17,circuits:Db#1,False,False
389,FULL_ONLY,races,Db,644,36945,date of races,datetime,1999-10-17,1999-10-17,circuits:Db#1,False,False
390,FULL_ONLY,races,Db,644,36945,time of races,text,00:00:00,1999-10-17,circuits:Db#1,False,False
391,DRIVER_NBR_INDIRECT,standings,Db,23860,87342,points of standings,number,number_z=0.04248,1998-08-02,races:Db#624; drivers:Db#20,False,False
392,DRIVER_NBR_INDIRECT,standings,Db,23860,87342,position of standings,number,number_z=-0.78516,1998-08-02,races:Db#624; drivers:Db#20,False,False
393,DRIVER_NBR_INDIRECT,standings,Db,23860,87342,wins of standings,number,number_z=-0.27148,1998-08-02,races:Db#624; drivers:Db#20,False,False
394,DRIVER_NBR_INDIRECT,standings,Db,23860,87342,date of standings,datetime,1998-08-02,1998-08-02,races:Db#624; drivers:Db#20,False,False
395,FULL_ONLY,races,Db,624,36925,year of races,number,number_z=0.29492,1998-08-02,circuits:Db#9,False,False
396,FULL_ONLY,races,Db,624,36925,round of races,number,number_z=0.49414,1998-08-02,circuits:Db#9,False,False
397,FULL_ONLY,races,Db,624,36925,name of races,text,German Grand Prix,1998-08-02,circuits:Db#9,False,False
398,FULL_ONLY,races,Db,624,36925,date of races,datetime,1998-08-02,1998-08-02,circuits:Db#9,False,False
399,FULL_ONLY,races,Db,624,36925,time of races,text,00:00:00,1998-08-02,circuits:Db#9,False,False
400,FULL_ONLY,circuits,Db,9,9,circuitRef of circuits,text,hockenheimring,,,False,False
401,FULL_ONLY,circuits,Db,9,9,name of circuits,text,Hockenheimring,,,False,False
402,FULL_ONLY,circuits,Db,9,9,location of circuits,text,Hockenheim,,,False,False
403,FULL_ONLY,circuits,Db,9,9,country of circuits,text,Germany,,,False,False
404,FULL_ONLY,circuits,Db,9,9,lat of circuits,number,number_z=0.69531,,,False,False
405,FULL_ONLY,circuits,Db,9,9,lng of circuits,number,number_z=0.11426,,,False,False
406,FULL_ONLY,circuits,Db,9,9,alt of circuits,number,number_z=-0.39844,,,False,False
407,DRIVER_NBR_INDIRECT,standings,Db,23052,86534,points of standings,number,number_z=-0.37891,1996-06-02,races:Db#587; drivers:Db#20,False,False
408,DRIVER_NBR_INDIRECT,standings,Db,23052,86534,position of standings,number,number_z=0.12793,1996-06-02,races:Db#587; drivers:Db#20,False,False
409,DRIVER_NBR_INDIRECT,standings,Db,23052,86534,wins of standings,number,number_z=-0.27148,1996-06-02,races:Db#587; drivers:Db#20,False,False
410,DRIVER_NBR_INDIRECT,standings,Db,23052,86534,date of standings,datetime,1996-06-02,1996-06-02,races:Db#587; drivers:Db#20,False,False
411,FULL_ONLY,races,Db,587,36888,year of races,number,number_z=0.19629,1996-06-02,circuits:Db#3,False,False
412,FULL_ONLY,races,Db,587,36888,round of races,number,number_z=-0.29492,1996-06-02,circuits:Db#3,False,False
413,FULL_ONLY,races,Db,587,36888,name of races,text,Spanish Grand Prix,1996-06-02,circuits:Db#3,False,False
414,FULL_ONLY,races,Db,587,36888,date of races,datetime,1996-06-02,1996-06-02,circuits:Db#3,False,False
415,FULL_ONLY,races,Db,587,36888,time of races,text,00:00:00,1996-06-02,circuits:Db#3,False,False
416,DRIVER_NBR_INDIRECT,standings,Db,25347,88829,points of standings,number,number_z=-0.18262,2002-09-15,races:Db#694; drivers:Db#20,False,False
417,DRIVER_NBR_INDIRECT,standings,Db,25347,88829,position of standings,number,number_z=-0.54297,2002-09-15,races:Db#694; drivers:Db#20,False,False
418,DRIVER_NBR_INDIRECT,standings,Db,25347,88829,wins of standings,number,number_z=-0.27148,2002-09-15,races:Db#694; drivers:Db#20,False,False
419,DRIVER_NBR_INDIRECT,standings,Db,25347,88829,date of standings,datetime,2002-09-15,2002-09-15,races:Db#694; drivers:Db#20,False,False
420,FULL_ONLY,races,Db,694,36995,year of races,number,number_z=0.49219,2002-09-15,circuits:Db#13,False,False
421,FULL_ONLY,races,Db,694,36995,round of races,number,number_z=1.2812,2002-09-15,circuits:Db#13,False,False
422,FULL_ONLY,races,Db,694,36995,name of races,text,Italian Grand Prix,2002-09-15,circuits:Db#13,False,False
423,FULL_ONLY,races,Db,694,36995,date of races,datetime,2002-09-15,2002-09-15,circuits:Db#13,False,False
424,FULL_ONLY,races,Db,694,36995,time of races,text,00:00:00,2002-09-15,circuits:Db#13,False,False
425,FULL_ONLY,circuits,Db,13,13,circuitRef of circuits,text,monza,,,False,False
426,FULL_ONLY,circuits,Db,13,13,name of circuits,text,Autodromo Nazionale di Monza,,,False,False
427,FULL_ONLY,circuits,Db,13,13,location of circuits,text,Monza,,,False,False
428,FULL_ONLY,circuits,Db,13,13,country of circuits,text,Italy,,,False,False
429,FULL_ONLY,circuits,Db,13,13,lat of circuits,number,number_z=0.53516,,,False,False
430,FULL_ONLY,circuits,Db,13,13,lng of circuits,number,number_z=0.125,,,False,False
431,FULL_ONLY,circuits,Db,13,13,alt of circuits,number,number_z=-0.23633,,,False,False
432,DRIVER_NBR_INDIRECT,standings,Db,24245,87727,points of standings,number,number_z=-0.013794,1999-09-26,races:Db#643; drivers:Db#20,False,False
433,DRIVER_NBR_INDIRECT,standings,Db,24245,87727,position of standings,number,number_z=-0.72656,1999-09-26,races:Db#643; drivers:Db#20,False,False
434,DRIVER_NBR_INDIRECT,standings,Db,24245,87727,wins of standings,number,number_z=-0.27148,1999-09-26,races:Db#643; drivers:Db#20,False,False
435,DRIVER_NBR_INDIRECT,standings,Db,24245,87727,date of standings,datetime,1999-09-26,1999-09-26,races:Db#643; drivers:Db#20,False,False
436,FULL_ONLY,races,Db,643,36944,year of races,number,number_z=0.34375,1999-09-26,circuits:Db#19,False,False
437,FULL_ONLY,races,Db,643,36944,round of races,number,number_z=1.0859,1999-09-26,circuits:Db#19,False,False
438,FULL_ONLY,races,Db,643,36944,name of races,text,European Grand Prix,1999-09-26,circuits:Db#19,False,False
439,FULL_ONLY,races,Db,643,36944,date of races,datetime,1999-09-26,1999-09-26,circuits:Db#19,False,False
440,FULL_ONLY,races,Db,643,36944,time of races,text,00:00:00,1999-09-26,circuits:Db#19,False,False
441,DRIVER_NBR_INDIRECT,results,Db,15778,53180,number of results,number,number_z=-0.38672,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
442,DRIVER_NBR_INDIRECT,results,Db,15778,53180,grid of results,number,number_z=-0.023193,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
443,DRIVER_NBR_INDIRECT,results,Db,15778,53180,position of results,number,number_z=0.21484,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
444,DRIVER_NBR_INDIRECT,results,Db,15778,53180,positionOrder of results,number,number_z=-0.5,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
445,DRIVER_NBR_INDIRECT,results,Db,15778,53180,points of results,number,number_z=-0.45117,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
446,DRIVER_NBR_INDIRECT,results,Db,15778,53180,laps of results,number,number_z=0.83984,1997-06-29,races:Db#604; drivers:Db#20; constructors:Db#16,False,False
